0,1,2,3,4,5,6,7,8,9,10,11,12,13,y_true,y_pred,y_proba
40.0,4386.0,204447.0,0.0,52.0,9.0,4.0,1.0,39.0,7.0,2.0,11.0,4.0,0.0,1,0,0.4425011801932718
50.0,0.0,323055.0,0.0,31.0,9.0,4.0,1.0,39.0,14.0,2.0,11.0,4.0,0.0,1,0,0.2298176851200118
50.0,0.0,187715.0,0.0,46.0,10.0,4.0,1.0,39.0,12.0,2.0,15.0,4.0,0.0,0,1,0.5575131326792202
40.0,0.0,187411.0,0.0,38.0,9.0,5.0,1.0,39.0,4.0,2.0,11.0,4.0,0.0,1,0,0.3565798602905081
99.0,2407.0,178356.0,0.0,53.0,12.0,4.0,1.0,39.0,4.0,2.0,7.0,4.0,0.0,0,1,0.6723738608900602
45.0,0.0,207201.0,0.0,32.0,13.0,4.0,1.0,39.0,10.0,4.0,9.0,4.0,1.0,1,0,0.12250243767496587
40.0,0.0,615893.0,0.0,33.0,14.0,1.0,1.0,27.0,14.0,2.0,12.0,2.0,0.0,0,1,0.5279726781737201
40.0,0.0,210736.0,0.0,54.0,9.0,4.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.33077447897260037
36.0,0.0,97757.0,0.0,30.0,11.0,4.0,0.0,39.0,10.0,2.0,8.0,4.0,5.0,1,0,0.34284240931290255
50.0,0.0,147284.0,0.0,32.0,11.0,4.0,1.0,39.0,12.0,2.0,8.0,4.0,0.0,1,0,0.38023817106265906
40.0,0.0,53833.0,0.0,54.0,3.0,4.0,1.0,39.0,14.0,2.0,4.0,4.0,0.0,1,0,0.1347902500418301
40.0,0.0,168211.0,0.0,49.0,9.0,4.0,1.0,39.0,11.0,2.0,11.0,4.0,0.0,1,0,0.38034219054180773
4.0,0.0,148065.0,0.0,70.0,10.0,0.0,1.0,39.0,0.0,2.0,15.0,4.0,0.0,1,0,0.156180932705976
40.0,0.0,140644.0,0.0,47.0,10.0,2.0,1.0,39.0,11.0,2.0,15.0,4.0,0.0,1,0,0.4767052101321962
45.0,0.0,336513.0,0.0,44.0,10.0,4.0,1.0,39.0,10.0,2.0,15.0,4.0,0.0,0,1,0.5155566697267974
30.0,0.0,102110.0,0.0,49.0,9.0,6.0,1.0,39.0,13.0,2.0,11.0,4.0,0.0,1,0,0.17270570107838445
62.0,0.0,62396.0,0.0,34.0,13.0,5.0,0.0,39.0,10.0,4.0,9.0,4.0,1.0,1,0,0.1429613972610467
45.0,0.0,117381.0,0.0,37.0,14.0,4.0,1.0,39.0,10.0,2.0,12.0,4.0,0.0,0,1,0.8057510630191357
60.0,0.0,270194.0,0.0,50.0,13.0,4.0,1.0,39.0,4.0,2.0,9.0,4.0,0.0,0,1,0.82535960337247
40.0,0.0,95299.0,0.0,30.0,9.0,4.0,1.0,40.0,7.0,2.0,11.0,1.0,0.0,1,0,0.09506558689684001
98.0,0.0,195462.0,0.0,52.0,9.0,6.0,1.0,39.0,5.0,2.0,11.0,4.0,0.0,1,0,0.2527841688285791
84.0,0.0,81534.0,0.0,45.0,9.0,4.0,1.0,24.0,8.0,2.0,11.0,1.0,0.0,1,0,0.28829615094294264
50.0,0.0,168660.0,0.0,51.0,9.0,4.0,1.0,39.0,4.0,2.0,11.0,4.0,0.0,0,1,0.5054773860918584
35.0,0.0,150079.0,0.0,63.0,9.0,2.0,0.0,39.0,1.0,2.0,11.0,4.0,5.0,1,0,0.27981639825348564
50.0,0.0,231961.0,0.0,49.0,16.0,7.0,1.0,39.0,10.0,0.0,10.0,4.0,4.0,1,0,0.41086184847865703
45.0,0.0,33658.0,0.0,41.0,10.0,2.0,1.0,39.0,11.0,2.0,15.0,4.0,0.0,1,0,0.4479035691450711
40.0,0.0,165017.0,0.0,68.0,9.0,4.0,1.0,22.0,10.0,2.0,11.0,4.0,0.0,1,0,0.2818833404287628
50.0,0.0,165937.0,0.0,47.0,9.0,4.0,1.0,39.0,7.0,2.0,11.0,4.0,0.0,1,0,0.32061848886199634
50.0,0.0,197038.0,0.0,47.0,13.0,1.0,1.0,39.0,10.0,2.0,9.0,4.0,0.0,0,1,0.8266837583377187
50.0,0.0,214242.0,0.0,44.0,10.0,4.0,1.0,39.0,14.0,2.0,15.0,4.0,0.0,1,0,0.4708037634506829
50.0,0.0,105803.0,0.0,35.0,10.0,4.0,1.0,39.0,3.0,2.0,15.0,4.0,0.0,1,0,0.3687883296645393
20.0,0.0,172425.0,0.0,39.0,11.0,4.0,0.0,39.0,1.0,2.0,8.0,4.0,5.0,1,0,0.37060489504338573
40.0,4064.0,122493.0,0.0,38.0,13.0,1.0,1.0,39.0,10.0,2.0,9.0,4.0,0.0,0,1,0.5879317427580306
40.0,0.0,137065.0,0.0,54.0,16.0,7.0,0.0,39.0,4.0,4.0,10.0,4.0,1.0,1,0,0.3759105202214356
40.0,0.0,283122.0,0.0,38.0,9.0,4.0,1.0,39.0,7.0,2.0,11.0,4.0,0.0,1,0,0.2107152856578462
60.0,3103.0,156802.0,0.0,51.0,9.0,6.0,1.0,39.0,5.0,2.0,11.0,4.0,0.0,1,0,0.38044886772357983
60.0,0.0,113481.0,0.0,35.0,16.0,4.0,1.0,39.0,10.0,2.0,10.0,4.0,0.0,0,1,0.7952935693390769
30.0,0.0,243165.0,0.0,34.0,13.0,4.0,1.0,39.0,8.0,2.0,9.0,4.0,0.0,1,0,0.25498090525911005
45.0,0.0,176063.0,0.0,44.0,13.0,4.0,1.0,39.0,4.0,2.0,9.0,4.0,0.0,0,1,0.7938785672337599
40.0,0.0,167651.0,0.0,53.0,9.0,4.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.33077447897260037
40.0,0.0,201531.0,0.0,37.0,12.0,4.0,1.0,39.0,7.0,2.0,7.0,4.0,0.0,1,0,0.335357330083581
40.0,0.0,361494.0,0.0,59.0,9.0,4.0,1.0,39.0,12.0,2.0,11.0,4.0,0.0,1,0,0.40803271882400066
60.0,0.0,167482.0,0.0,39.0,9.0,4.0,1.0,39.0,8.0,2.0,11.0,4.0,0.0,1,0,0.27987825470603894
40.0,0.0,145964.0,0.0,24.0,13.0,4.0,1.0,39.0,4.0,4.0,9.0,4.0,4.0,1,0,0.022903300951822535
45.0,0.0,103395.0,0.0,40.0,10.0,4.0,1.0,39.0,3.0,2.0,15.0,4.0,0.0,1,0,0.43689568131417167
40.0,0.0,38240.0,0.0,48.0,9.0,5.0,1.0,39.0,5.0,2.0,11.0,4.0,0.0,1,0,0.22678428161894498
40.0,0.0,100669.0,0.0,34.0,13.0,4.0,1.0,39.0,14.0,2.0,9.0,1.0,0.0,1,0,0.4552877995286999
48.0,0.0,185832.0,0.0,43.0,10.0,4.0,1.0,39.0,7.0,2.0,15.0,4.0,0.0,1,0,0.3799521016635056
40.0,0.0,388725.0,0.0,43.0,12.0,4.0,1.0,39.0,12.0,2.0,7.0,4.0,0.0,0,1,0.5055007100801454
40.0,0.0,95303.0,0.0,65.0,9.0,4.0,1.0,39.0,4.0,2.0,11.0,4.0,0.0,1,0,0.30604805176223504
60.0,0.0,250504.0,0.0,35.0,9.0,1.0,1.0,39.0,1.0,2.0,11.0,2.0,0.0,1,0,0.3421719331636503
40.0,0.0,175641.0,0.0,44.0,7.0,4.0,1.0,39.0,12.0,2.0,1.0,4.0,0.0,1,0,0.18442344221697796
35.0,0.0,47902.0,0.0,41.0,10.0,4.0,1.0,39.0,12.0,2.0,15.0,4.0,0.0,1,0,0.3283909964353011
50.0,0.0,374313.0,0.0,22.0,9.0,4.0,1.0,39.0,14.0,2.0,11.0,4.0,0.0,1,0,0.1615783815023598
60.0,0.0,52822.0,0.0,59.0,13.0,5.0,1.0,39.0,3.0,2.0,9.0,4.0,0.0,0,1,0.716983086297955
40.0,0.0,139344.0,0.0,59.0,10.0,4.0,0.0,39.0,1.0,2.0,15.0,4.0,5.0,1,0,0.445447369041087
40.0,0.0,237993.0,0.0,43.0,10.0,4.0,1.0,39.0,13.0,2.0,15.0,4.0,0.0,1,0,0.42864508480980024
48.0,0.0,207202.0,0.0,38.0,9.0,4.0,1.0,39.0,7.0,2.0,11.0,4.0,0.0,1,0,0.27987825470603894
40.0,0.0,47310.0,0.0,36.0,10.0,1.0,0.0,39.0,4.0,0.0,15.0,2.0,4.0,1,0,0.05694454957001324
30.0,0.0,247986.0,0.0,63.0,15.0,0.0,1.0,39.0,0.0,2.0,14.0,4.0,0.0,1,0,0.3507364776271275
40.0,0.0,146574.0,0.0,54.0,9.0,5.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.3388150749607837
55.0,0.0,121874.0,0.0,44.0,10.0,4.0,1.0,39.0,12.0,0.0,15.0,4.0,4.0,1,0,0.14375467285076377
60.0,0.0,379118.0,0.0,47.0,4.0,4.0,1.0,39.0,3.0,2.0,5.0,2.0,0.0,1,0,0.21462117011938178
40.0,0.0,82049.0,0.0,41.0,9.0,4.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.2594251999024372
40.0,0.0,328216.0,0.0,46.0,9.0,4.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.33077447897260037
56.0,0.0,183486.0,0.0,48.0,11.0,7.0,0.0,39.0,10.0,0.0,8.0,4.0,4.0,1,0,0.12090267353290543
40.0,0.0,75167.0,0.0,30.0,10.0,4.0,1.0,39.0,7.0,2.0,15.0,4.0,0.0,1,0,0.1481533721173726
55.0,0.0,186534.0,0.0,47.0,9.0,4.0,1.0,39.0,12.0,2.0,11.0,4.0,0.0,1,0,0.44417403490396756
40.0,0.0,357848.0,0.0,47.0,9.0,4.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.34592135006032443
55.0,0.0,44728.0,0.0,52.0,10.0,6.0,1.0,39.0,12.0,2.0,15.0,4.0,0.0,1,0,0.4216620973729709
40.0,0.0,28887.0,0.0,37.0,9.0,7.0,1.0,39.0,7.0,2.0,11.0,4.0,0.0,1,0,0.16202124265781268
40.0,4064.0,180079.0,0.0,61.0,16.0,2.0,1.0,39.0,4.0,2.0,10.0,4.0,0.0,0,1,0.6729875954101252
40.0,0.0,213209.0,0.0,52.0,10.0,4.0,1.0,39.0,3.0,2.0,15.0,4.0,0.0,1,0,0.4231550376752253
70.0,0.0,37778.0,0.0,36.0,14.0,6.0,1.0,39.0,5.0,2.0,12.0,4.0,0.0,0,1,0.5764310767540408
40.0,0.0,213179.0,0.0,32.0,10.0,4.0,1.0,39.0,3.0,0.0,15.0,4.0,3.0,1,0,0.05118043743043798
40.0,0.0,70447.0,0.0,26.0,9.0,7.0,1.0,39.0,11.0,2.0,11.0,1.0,0.0,1,0,0.09941526574906533
42.0,0.0,33983.0,0.0,36.0,11.0,4.0,1.0,39.0,1.0,4.0,8.0,4.0,1.0,1,0,0.08617370967419329
40.0,0.0,236021.0,0.0,42.0,9.0,4.0,1.0,0.0,3.0,2.0,11.0,4.0,0.0,1,0,0.2507420364668777
40.0,0.0,350440.0,0.0,45.0,9.0,4.0,1.0,39.0,4.0,2.0,11.0,1.0,0.0,1,0,0.3814069721792274
50.0,0.0,150057.0,0.0,39.0,14.0,4.0,1.0,39.0,12.0,4.0,12.0,4.0,1.0,1,0,0.2957984096438177
40.0,0.0,29859.0,1485.0,63.0,9.0,0.0,1.0,39.0,0.0,2.0,11.0,4.0,0.0,1,0,0.27553440175567095
42.0,0.0,57635.0,0.0,25.0,11.0,4.0,0.0,39.0,12.0,2.0,8.0,4.0,5.0,1,0,0.22682673922722202
40.0,0.0,107682.0,0.0,45.0,14.0,4.0,0.0,39.0,4.0,0.0,12.0,4.0,1.0,1,0,0.23321025671132567
40.0,0.0,207685.0,0.0,41.0,13.0,1.0,1.0,39.0,4.0,4.0,9.0,4.0,1.0,1,0,0.17052890378088986
45.0,0.0,304651.0,0.0,38.0,9.0,4.0,1.0,39.0,1.0,2.0,11.0,4.0,0.0,1,0,0.3555475906641351
60.0,0.0,187355.0,0.0,56.0,10.0,5.0,0.0,2.0,12.0,2.0,15.0,4.0,5.0,1,0,0.44239134491873666
40.0,0.0,86551.0,0.0,39.0,9.0,4.0,1.0,39.0,8.0,2.0,11.0,4.0,0.0,1,0,0.1923267432904958
70.0,0.0,269722.0,0.0,39.0,13.0,4.0,1.0,39.0,4.0,2.0,9.0,4.0,0.0,0,1,0.7897067834531332
40.0,0.0,137522.0,0.0,39.0,9.0,4.0,1.0,0.0,7.0,2.0,11.0,1.0,0.0,1,0,0.16592214856227874
50.0,0.0,284329.0,0.0,53.0,14.0,6.0,1.0,39.0,4.0,0.0,12.0,4.0,1.0,1,0,0.38082566566475023
40.0,0.0,44671.0,0.0,46.0,13.0,4.0,1.0,39.0,11.0,2.0,9.0,4.0,0.0,0,1,0.6787213676341323
60.0,0.0,110490.0,0.0,55.0,13.0,2.0,0.0,39.0,10.0,2.0,9.0,4.0,5.0,0,1,0.656111704778736
60.0,0.0,201522.0,0.0,42.0,13.0,6.0,1.0,39.0,12.0,2.0,9.0,4.0,0.0,0,1,0.6938807717881407
40.0,0.0,126701.0,0.0,40.0,13.0,4.0,1.0,39.0,4.0,3.0,9.0,4.0,1.0,1,0,0.16559661044130106
40.0,0.0,65160.0,0.0,50.0,13.0,1.0,1.0,39.0,4.0,2.0,9.0,4.0,0.0,0,1,0.7378180526542196
40.0,0.0,33794.0,0.0,45.0,14.0,4.0,1.0,39.0,8.0,2.0,12.0,4.0,0.0,0,1,0.5840757579699334
40.0,0.0,215990.0,0.0,54.0,9.0,4.0,1.0,39.0,4.0,2.0,11.0,4.0,0.0,1,0,0.40217432148136556
40.0,0.0,178215.0,0.0,45.0,5.0,4.0,0.0,39.0,7.0,2.0,6.0,4.0,5.0,1,0,0.07862501450715423
40.0,0.0,121124.0,0.0,47.0,9.0,4.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.33077447897260037
35.0,0.0,148576.0,0.0,47.0,15.0,2.0,1.0,39.0,10.0,2.0,14.0,4.0,0.0,0,1,0.7916862271566291
42.0,0.0,115066.0,0.0,34.0,10.0,4.0,1.0,39.0,4.0,2.0,15.0,4.0,0.0,1,0,0.43631984951560904
40.0,0.0,150389.0,0.0,63.0,13.0,0.0,0.0,39.0,0.0,6.0,9.0,4.0,1.0,1,0,0.07336237657198347
40.0,0.0,341695.0,0.0,64.0,10.0,1.0,0.0,39.0,1.0,2.0,15.0,4.0,5.0,1,0,0.42834042987411447
45.0,0.0,199224.0,0.0,25.0,13.0,4.0,1.0,39.0,10.0,2.0,9.0,4.0,0.0,1,0,0.36987142334884704
40.0,0.0,316000.0,0.0,58.0,9.0,4.0,1.0,39.0,4.0,2.0,11.0,4.0,0.0,1,0,0.40217432148136556
40.0,0.0,200453.0,0.0,59.0,14.0,5.0,1.0,39.0,12.0,2.0,12.0,4.0,0.0,0,1,0.7821136381553847
60.0,0.0,427474.0,0.0,33.0,9.0,6.0,1.0,39.0,12.0,2.0,11.0,4.0,0.0,1,0,0.30337271708386504
35.0,0.0,172907.0,0.0,84.0,10.0,5.0,1.0,39.0,12.0,2.0,15.0,4.0,0.0,1,0,0.3442042810143978
40.0,0.0,60722.0,0.0,37.0,10.0,4.0,0.0,24.0,4.0,0.0,15.0,1.0,1.0,1,0,0.07673112409575698
10.0,0.0,186350.0,0.0,68.0,9.0,4.0,0.0,39.0,4.0,6.0,11.0,4.0,1.0,1,0,0.022069604358543972
40.0,0.0,157069.0,0.0,53.0,12.0,4.0,1.0,39.0,7.0,2.0,7.0,4.0,0.0,1,0,0.37991281738612104
50.0,0.0,133969.0,0.0,45.0,9.0,6.0,1.0,35.0,12.0,2.0,11.0,1.0,0.0,1,0,0.33772909326519246
40.0,0.0,159755.0,0.0,54.0,10.0,4.0,1.0,39.0,11.0,2.0,15.0,4.0,0.0,1,0,0.4767052101321962
80.0,0.0,127678.0,0.0,47.0,10.0,5.0,1.0,39.0,12.0,2.0,15.0,4.0,0.0,0,1,0.5664005811794138
45.0,0.0,76371.0,0.0,68.0,9.0,4.0,1.0,39.0,6.0,2.0,11.0,4.0,0.0,1,0,0.2428014804286331
40.0,0.0,135285.0,0.0,60.0,14.0,6.0,1.0,39.0,10.0,2.0,12.0,4.0,0.0,0,1,0.7331938194975144
37.0,0.0,97933.0,1485.0,30.0,12.0,4.0,0.0,39.0,14.0,2.0,7.0,4.0,5.0,1,0,0.2860471193886562
40.0,0.0,112271.0,0.0,35.0,14.0,4.0,1.0,39.0,1.0,2.0,12.0,4.0,0.0,0,1,0.5088179415264973
45.0,0.0,218676.0,0.0,47.0,14.0,6.0,1.0,39.0,4.0,2.0,12.0,4.0,0.0,0,1,0.8120202070688972
48.0,0.0,401832.0,0.0,39.0,10.0,4.0,1.0,39.0,4.0,2.0,15.0,4.0,0.0,0,1,0.5901862655860404
45.0,0.0,156464.0,0.0,30.0,14.0,4.0,1.0,39.0,10.0,4.0,12.0,4.0,1.0,1,0,0.13658003434951252
40.0,0.0,250038.0,0.0,26.0,10.0,4.0,1.0,39.0,1.0,2.0,15.0,4.0,0.0,1,0,0.14358734242412677
60.0,0.0,35295.0,0.0,53.0,13.0,6.0,1.0,39.0,12.0,4.0,9.0,4.0,4.0,1,0,0.16428381609318563
40.0,0.0,137547.0,0.0,58.0,13.0,4.0,1.0,35.0,8.0,2.0,9.0,1.0,0.0,0,1,0.5284300206756198
40.0,10566.0,82388.0,0.0,62.0,9.0,6.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,0,1,0.942791906292667
50.0,0.0,76212.0,0.0,66.0,9.0,5.0,1.0,39.0,14.0,2.0,11.0,4.0,0.0,1,0,0.3235750238712951
47.0,0.0,189843.0,0.0,31.0,9.0,2.0,1.0,39.0,11.0,0.0,11.0,4.0,1.0,1,0,0.07185059071240137
40.0,0.0,215389.0,0.0,48.0,9.0,1.0,1.0,39.0,14.0,2.0,11.0,2.0,0.0,1,0,0.36086196373758195
40.0,0.0,147206.0,0.0,40.0,9.0,4.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.28198924930462005
30.0,0.0,195733.0,0.0,65.0,10.0,0.0,1.0,39.0,0.0,2.0,15.0,4.0,0.0,1,0,0.156180932705976
60.0,0.0,180211.0,0.0,54.0,10.0,0.0,1.0,35.0,0.0,2.0,15.0,1.0,0.0,1,0,0.4723760120235923
60.0,0.0,115932.0,0.0,43.0,13.0,4.0,1.0,39.0,12.0,4.0,9.0,4.0,1.0,1,0,0.19446949559336063
40.0,0.0,383745.0,1485.0,29.0,10.0,2.0,1.0,39.0,11.0,2.0,15.0,4.0,0.0,1,0,0.2665096572337813
50.0,0.0,190072.0,0.0,48.0,10.0,4.0,1.0,39.0,4.0,0.0,15.0,4.0,1.0,1,0,0.22147249187057105
25.0,0.0,101602.0,0.0,61.0,16.0,0.0,1.0,39.0,0.0,2.0,10.0,4.0,0.0,1,0,0.4401386414900363
50.0,0.0,158926.0,0.0,43.0,14.0,4.0,0.0,35.0,10.0,2.0,12.0,1.0,5.0,0,1,0.7035729633050639
40.0,0.0,256362.0,0.0,32.0,9.0,4.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.18840628969445597
35.0,0.0,200515.0,0.0,28.0,10.0,4.0,1.0,39.0,8.0,2.0,15.0,4.0,0.0,1,0,0.09671569542406801
40.0,0.0,165599.0,0.0,42.0,9.0,4.0,1.0,39.0,6.0,2.0,11.0,4.0,0.0,1,0,0.2107152856578462
24.0,0.0,168837.0,0.0,45.0,10.0,4.0,0.0,2.0,1.0,2.0,15.0,4.0,5.0,1,0,0.32588684200243817
40.0,0.0,383322.0,0.0,28.0,11.0,4.0,1.0,39.0,7.0,2.0,8.0,4.0,0.0,1,0,0.14042911652799392
48.0,0.0,410450.0,0.0,28.0,13.0,4.0,0.0,9.0,8.0,0.0,9.0,4.0,4.0,1,0,0.0375576944971294
40.0,0.0,393768.0,0.0,55.0,11.0,4.0,1.0,39.0,4.0,2.0,8.0,4.0,0.0,0,1,0.5541666488635528
40.0,0.0,322171.0,0.0,35.0,10.0,4.0,0.0,39.0,8.0,2.0,15.0,4.0,5.0,1,0,0.34991652760918573
50.0,0.0,188246.0,0.0,31.0,12.0,4.0,1.0,39.0,3.0,0.0,7.0,4.0,1.0,1,0,0.10593280179467918
40.0,0.0,233851.0,0.0,43.0,9.0,1.0,0.0,39.0,1.0,2.0,11.0,4.0,5.0,1,0,0.43742331899910436
24.0,0.0,114580.0,0.0,40.0,9.0,4.0,0.0,39.0,4.0,2.0,11.0,4.0,5.0,1,0,0.3237634607966432
40.0,0.0,152621.0,0.0,36.0,10.0,4.0,1.0,2.0,3.0,2.0,15.0,4.0,0.0,1,0,0.28770213402624684
35.0,0.0,283917.0,0.0,41.0,11.0,7.0,1.0,39.0,10.0,2.0,8.0,4.0,0.0,1,0,0.3693853499477947
40.0,0.0,31728.0,0.0,55.0,10.0,1.0,0.0,39.0,1.0,2.0,15.0,4.0,5.0,1,0,0.4421682164517406
60.0,0.0,397466.0,0.0,48.0,10.0,6.0,1.0,39.0,4.0,2.0,15.0,4.0,0.0,0,1,0.5689751519073193
50.0,0.0,467108.0,0.0,34.0,10.0,4.0,1.0,39.0,10.0,4.0,15.0,4.0,1.0,1,0,0.11896946609557607
40.0,0.0,172104.0,0.0,36.0,15.0,4.0,1.0,19.0,10.0,4.0,14.0,3.0,1.0,1,0,0.2952139829327868
40.0,0.0,99434.0,0.0,54.0,9.0,4.0,1.0,39.0,4.0,2.0,11.0,4.0,0.0,1,0,0.3825324525690694
50.0,0.0,184553.0,0.0,57.0,9.0,6.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.3246090032943315
40.0,0.0,23074.0,0.0,49.0,10.0,4.0,0.0,39.0,4.0,6.0,15.0,4.0,1.0,1,0,0.06975253455111528
40.0,0.0,198078.0,0.0,61.0,9.0,4.0,1.0,39.0,14.0,2.0,11.0,4.0,0.0,1,0,0.35079332679766784
40.0,0.0,208577.0,0.0,29.0,9.0,4.0,1.0,39.0,10.0,2.0,11.0,4.0,0.0,1,0,0.19310217250808787
38.0,0.0,394860.0,0.0,46.0,13.0,7.0,1.0,39.0,10.0,2.0,9.0,4.0,0.0,0,1,0.707432882616642
40.0,0.0,395736.0,0.0,59.0,9.0,4.0,1.0,39.0,6.0,2.0,11.0,4.0,0.0,1,0,0.2668834711950183
40.0,0.0,47392.0,0.0,57.0,9.0,2.0,1.0,39.0,4.0,2.0,11.0,4.0,0.0,1,0,0.3865384312979696
50.0,0.0,170850.0,0.0,46.0,9.0,5.0,1.0,39.0,12.0,2.0,11.0,4.0,0.0,1,0,0.4531048387758774
38.0,0.0,185407.0,0.0,50.0,11.0,4.0,1.0,39.0,13.0,2.0,8.0,4.0,0.0,1,0,0.4888454470401299
58.0,0.0,237879.0,0.0,58.0,13.0,2.0,1.0,39.0,10.0,2.0,9.0,4.0,0.0,0,1,0.7870008231704394
50.0,0.0,142712.0,0.0,28.0,13.0,4.0,1.0,39.0,4.0,4.0,9.0,4.0,1.0,1,0,0.11580638743987766
40.0,0.0,154568.0,0.0,38.0,14.0,4.0,1.0,0.0,4.0,2.0,12.0,1.0,0.0,0,1,0.6834091661390356
40.0,0.0,278322.0,0.0,49.0,9.0,4.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.33077447897260037
55.0,0.0,62669.0,0.0,35.0,10.0,4.0,1.0,39.0,4.0,2.0,15.0,4.0,0.0,1,0,0.4541535258202095
80.0,0.0,139730.0,0.0,25.0,9.0,4.0,1.0,39.0,3.0,2.0,11.0,4.0,0.0,1,0,0.13771571311717706
45.0,0.0,405793.0,0.0,28.0,12.0,4.0,1.0,39.0,13.0,2.0,7.0,4.0,0.0,1,0,0.3111984573844661
40.0,0.0,193036.0,0.0,34.0,10.0,4.0,1.0,39.0,1.0,2.0,15.0,2.0,0.0,1,0,0.24339823656506968
45.0,0.0,250724.0,0.0,34.0,13.0,4.0,1.0,23.0,12.0,2.0,9.0,4.0,0.0,0,1,0.6352808074486451
40.0,0.0,91037.0,0.0,36.0,9.0,4.0,0.0,39.0,1.0,2.0,11.0,4.0,5.0,1,0,0.37039270606166275
45.0,0.0,195554.0,0.0,45.0,9.0,4.0,1.0,39.0,7.0,2.0,11.0,4.0,0.0,1,0,0.32061848886199634
40.0,0.0,204235.0,0.0,41.0,11.0,4.0,1.0,39.0,12.0,2.0,8.0,4.0,0.0,1,0,0.4540577105515847
60.0,0.0,204375.0,0.0,34.0,15.0,6.0,0.0,39.0,10.0,4.0,14.0,4.0,1.0,1,0,0.42482734087276913
40.0,0.0,104501.0,0.0,52.0,10.0,4.0,1.0,11.0,10.0,2.0,15.0,4.0,0.0,1,0,0.437722896503454
25.0,0.0,178866.0,0.0,43.0,9.0,4.0,0.0,39.0,1.0,2.0,11.0,4.0,5.0,1,0,0.2746557590767366
55.0,0.0,345489.0,0.0,32.0,10.0,5.0,1.0,39.0,4.0,2.0,15.0,4.0,0.0,1,0,0.44587330363050476
50.0,0.0,65390.0,0.0,37.0,13.0,4.0,1.0,39.0,5.0,2.0,9.0,4.0,0.0,0,1,0.584755089910996
